state, probability,
[36; 5; 7; 2],2.02794768549e-52,
[36; 5; 6; 3],5.63093473557e-51,
[36; 5; 5; 4],1.17264215775e-49,
[36; 5; 4; 5],1.95362183327e-48,
[36; 5; 3; 6],2.71227830971e-47,
[36; 5; 2; 7],3.227611186e-46,
[36; 5; 1; 8],3.36075014477e-45,
[36; 5; 0; 9],3.11056096486e-44,
[36; 4; 10; 0],1.55871054527e-56,
[36; 4; 9; 1],1.29840588318e-54,
[36; 4; 8; 2],5.40786049917e-53,
[36; 4; 7; 3],1.50158259741e-51,
[36; 4; 6; 4],3.12704575664e-50,
[36; 4; 5; 5],5.20965822644e-49,
[36; 4; 4; 6],7.23274216531e-48,
[36; 4; 3; 7],8.60696316991e-47,
[36; 4; 2; 8],8.96200039357e-46,
[36; 4; 1; 9],8.2948292466e-45,
[36; 4; 0; 10],6.90959275694e-44,
[36; 3; 11; 0],4.15656145754e-57,
[36; 3; 10; 1],3.46241569139e-55,
[36; 3; 9; 2],1.44209613432e-53,
[36; 3; 8; 3],4.00422026313e-52,
[36; 3; 7; 4],8.33878869138e-51,
[36; 3; 6; 5],1.38924219488e-49,
[36; 3; 5; 6],1.9287312457e-48,
[36; 3; 4; 7],2.29519018057e-47,
[36; 3; 3; 8],2.38986677363e-46,
[36; 3; 2; 9],2.21195446762e-45,
[36; 3; 1; 10],1.84255807007e-44,
[36; 3; 0; 11],1.39531897377e-43,
[36; 2; 12; 0],1.10841638961e-57,
[36; 2; 11; 1],9.23310851813e-56,
[36; 2; 10; 2],3.84558969476e-54,
[36; 2; 9; 3],1.06779207107e-52,
[36; 2; 8; 4],2.22367698623e-51,
[36; 2; 7; 5],3.70464585613e-50,
[36; 2; 6; 6],5.1432833262e-49,
[36; 2; 5; 7],6.12050715333e-48,
[36; 2; 4; 8],6.37297806836e-47,
[36; 2; 3; 9],5.89854525193e-46,
[36; 2; 2; 10],4.91348819097e-45,
[36; 2; 1; 11],3.72085059985e-44,
[36; 2; 0; 12],2.58289045602e-43,
[36; 1; 13; 0],2.95577704144e-58,
[36; 1; 12; 1],2.46216227357e-56,
[36; 1; 11; 2],1.02549058613e-54,
[36; 1; 10; 3],2.84744552523e-53,
[36; 1; 9; 4],5.92980530161e-52,
[36; 1; 8; 5],9.87905562466e-51,
[36; 1; 7; 6],1.37154222147e-49,
[36; 1; 6; 7],1.63213524226e-48,
[36; 1; 5; 8],1.69946081966e-47,
[36; 1; 4; 9],1.57294540184e-46,
[36; 1; 3; 10],1.31026351869e-45,
[36; 1; 2; 11],9.92226827461e-45,
[36; 1; 1; 12],6.88770788851e-44,
[36; 1; 0; 13],4.41343128199e-43,
[36; 0; 14; 0],7.88207211713e-59,
[36; 0; 13; 1],6.56576606837e-57,
[36; 0; 12; 2],2.73464156531e-55,
[36; 0; 11; 3],7.59318807367e-54,
[36; 0; 10; 4],1.58128141509e-52,
[36; 0; 9; 5],2.63441483545e-51,
[36; 0; 8; 6],3.65744592699e-50,
[36; 0; 7; 7],4.35236064968e-49,
[36; 0; 6; 8],4.53189552289e-48,
[36; 0; 5; 9],4.19452107509e-47,
[36; 0; 4; 10],3.49403605278e-46,
[36; 0; 3; 11],2.64593820879e-45,
[36; 0; 2; 12],1.83672210514e-44,
[36; 0; 1; 13],1.17691500952e-43,
[36; 0; 0; 14],7.00264430109e-43,
[35; 15; 0; 0],2.75526013355e-49,
[35; 14; 1; 0],7.34736036231e-50,
[35; 14; 0; 1],6.12035117696e-48,
[35; 13; 2; 0],1.95929609826e-50,
[35; 13; 1; 1],1.63209364856e-48,
[35; 13; 0; 2],6.79767004087e-47,
[35; 12; 3; 0],5.22478959976e-51,
[35; 12; 2; 1],4.35224973315e-49,
[35; 12; 1; 2],1.81271201242e-47,
[35; 12; 0; 3],5.03329701718e-46,
[35; 11; 4; 0],1.39327722777e-51,
[35; 11; 3; 1],1.16059992982e-49,
[35; 11; 2; 2],4.83389870385e-48,
[35; 11; 1; 3],1.34221253904e-46,
[35; 11; 0; 4],2.79515761034e-45,
[35; 10; 5; 0],3.71540594385e-52,
[35; 10; 4; 1],3.09493314877e-50,
[35; 10; 3; 2],1.28903965544e-48,
[35; 10; 2; 3],3.57923344045e-47,
[35; 10; 1; 4],7.45375363384e-46,
[35; 10; 0; 5],1.24179535441e-44,
[35; 9; 6; 0],9.90774919191e-53,
[35; 9; 5; 1],8.25315507033e-51,
[35; 9; 4; 2],3.43743908407e-49,
[35; 9; 3; 3],9.54462251588e-48,
[35; 9; 2; 4],1.98766763736e-46,
[35; 9; 1; 5],3.31145428122e-45,
[35; 9; 0; 6],4.59740235679e-44,
[35; 8; 7; 0],2.6420664534e-53,
[35; 8; 6; 1],2.20084135394e-51,
[35; 8; 5; 2],9.16650423189e-50,
[35; 8; 4; 3],2.54523267304e-48,
[35; 8; 3; 4],5.30044703741e-47,
[35; 8; 2; 5],8.83054475733e-46,
[35; 8; 1; 6],1.22597396284e-44,
[35; 8; 0; 7],1.45890901462e-43,
[35; 7; 8; 0],7.04551054831e-54,
[35; 7; 7; 1],5.86891028209e-52,
[35; 7; 6; 2],2.44440113056e-50,
[35; 7; 5; 3],6.78728713381e-49,
[35; 7; 4; 4],1.4134525445e-47,
[35; 7; 3; 5],2.35481193727e-46,
[35; 7; 2; 6],3.26926390365e-45,
[35; 7; 1; 7],3.89042404227e-44,
[35; 7; 0; 8],4.0509040308e-43,
[35; 6; 9; 0],1.87880281446e-54,
[35; 6; 8; 1],1.56504274321e-52,
[35; 6; 7; 2],6.51840302029e-51,
[35; 6; 6; 3],1.8099432372e-49,
[35; 6; 5; 4],3.76920678849e-48,
[35; 6; 4; 5],6.27949850465e-47,
[35; 6; 3; 6],8.71803708373e-46,
[35; 6; 2; 7],1.03744641214e-44,
[35; 6; 1; 8],1.08024107579e-43,
[35; 6; 0; 9],9.99823128243e-43,
[35; 5; 10; 0],5.01014084277e-55,
[35; 5; 9; 1],4.17344731872e-53,
[35; 5; 8; 2],1.73824080687e-51,
[35; 5; 7; 3],4.82651530326e-50,
[35; 5; 6; 4],1.00512181111e-48,
[35; 5; 5; 5],1.67453293598e-47,
[35; 5; 4; 6],2.32480989095e-46,
[35; 5; 3; 7],2.76652376804e-45,
[35; 5; 2; 8],2.88064287119e-44,
[35; 5; 1; 9],2.66619501089e-43,
[35; 5; 0; 10],2.22094044231e-42,
[35; 4; 11; 0],1.33603755919e-55,
[35; 4; 10; 1],1.11291928593e-53,
[35; 4; 9; 2],4.63530882222e-52,
[35; 4; 8; 3],1.28707074862e-50,
[35; 4; 7; 4],2.68032483187e-49,
[35; 4; 6; 5],4.46542116637e-48,
[35; 4; 5; 6],6.19949304773e-47,
[35; 4; 4; 7],7.37739672096e-46,
[35; 4; 3; 8],7.68171432962e-45,
[35; 4; 2; 9],7.10985336834e-44,
[35; 4; 1; 10],5.92250785114e-43,
[35; 4; 0; 11],4.48495366918e-42,
[35; 3; 12; 0],3.56276682751e-56,
[35; 3; 11; 1],2.96778476497e-54,
[35; 3; 10; 2],1.23608235363e-52,
[35; 3; 9; 3],3.43218866586e-51,
[35; 3; 8; 4],7.147532891e-50,
[35; 3; 7; 5],1.1907789787e-48,
[35; 3; 6; 6],1.65319814745e-47,
[35; 3; 5; 7],1.96730579391e-46,
[35; 3; 4; 8],2.04845715629e-45,
[35; 3; 3; 9],1.89596089982e-44,
[35; 3; 2; 10],1.5793354283e-43,
[35; 3; 1; 11],1.19598764612e-42,
[35; 3; 0; 12],8.30214757023e-42,
[35; 2; 13; 0],9.50071154801e-57,
[35; 2; 12; 1],7.91409271323e-55,
[35; 2; 11; 2],3.29621961245e-53,
[35; 2; 10; 3],9.15250311666e-52,
[35; 2; 9; 4],1.90600877253e-50,
[35; 2; 8; 5],3.17541061253e-49,
[35; 2; 7; 6],4.4085283969e-48,
[35; 2; 6; 7],5.24614878816e-47,
[35; 2; 5; 8],5.46255242135e-46,
[35; 2; 4; 9],5.05589573709e-45,
[35; 2; 3; 10],4.21156114566e-44,
[35; 2; 2; 11],3.18930039233e-43,
[35; 2; 1; 12],2.21390602059e-42,
[35; 2; 0; 13],1.41860285669e-41,
[35; 1; 14; 0],2.5335230816e-57,
[35; 1; 13; 1],2.1104247253e-55,
[35; 1; 12; 2],8.78991897391e-54,
[35; 1; 11; 3],2.44066749982e-52,
[35; 1; 10; 4],5.08269006436e-51,
[35; 1; 9; 5],8.46776164052e-50,
[35; 1; 8; 6],1.1756075735e-48,
[35; 1; 7; 7],1.39897301135e-47,
[35; 1; 6; 8],1.45668064692e-46,
[35; 1; 5; 9],1.34823886436e-45,
[35; 1; 4; 10],1.12308297312e-44,
[35; 1; 3; 11],8.50480105335e-44,
[35; 1; 2; 12],5.9037493932e-43,
[35; 1; 1; 13],3.78294095434e-42,
[35; 1; 0; 14],2.25084986605e-41,
[35; 0; 15; 0],6.7560615566e-58,
[35; 0; 14; 1],5.62779927219e-56,
[35; 0; 13; 2],2.34397839501e-54,
[35; 0; 12; 3],6.50844667167e-53,
[35; 0; 11; 4],1.3553840183e-51,
[35; 0; 10; 5],2.2580697727e-50,
[35; 0; 9; 6],3.13495353195e-49,
[35; 0; 8; 7],3.73059470007e-48,
[35; 0; 7; 8],3.88448172838e-47,
[35; 0; 6; 9],3.59530364131e-46,
[35; 0; 5; 10],2.99488793084e-45,
[35; 0; 4; 11],2.26794694947e-44,
[35; 0; 3; 12],1.57433317284e-43,
[35; 0; 2; 13],1.00878425534e-42,
[35; 0; 1; 14],6.00226631451e-42,
[35; 0; 0; 15],3.33325855735e-41,
[34; 16; 0; 0],8.61018758121e-48,
[34; 15; 1; 0],2.29605002359e-48,
[34; 15; 0; 1],1.91260966813e-46,
[34; 14; 2; 0],6.12280006804e-49,
[34; 14; 1; 1],5.10029245264e-47,
[34; 14; 0; 2],2.12427180484e-45,
[34; 13; 3; 0],1.63274668618e-49,
[34; 13; 2; 1],1.36007798851e-47,
[34; 13; 1; 2],5.66472481767e-46,
[34; 13; 0; 3],1.57290525646e-44,
[34; 12; 4; 0],4.35399116681e-50,
[34; 12; 3; 1],3.62687463908e-48,
[34; 12; 2; 2],1.51059328598e-46,
[34; 12; 1; 3],4.19441402075e-45,
[34; 12; 0; 4],8.7348671913e-44,
[34; 11; 5; 0],1.16106431212e-50,
[34; 11; 4; 1],9.67166571234e-49,
[34; 11; 3; 2],4.028248766e-47,
[34; 11; 2; 3],1.11851040647e-45,
[34; 11; 1; 4],2.32929791964e-44,
[34; 11; 0; 5],3.88061033104e-43,
[34; 10; 6; 0],3.0961715016e-51,
[34; 10; 5; 1],2.57911085879e-49,
[34; 10; 4; 2],1.07419967184e-47,
[34; 10; 3; 3],2.98269441977e-46,
[34; 10; 2; 4],6.21146112425e-45,
[34; 10; 1; 5],1.03482942248e-43,
[34; 10; 0; 6],1.43668818041e-42,
[34; 9; 7; 0],8.25645734453e-52,
[34; 9; 6; 1],6.87762896255e-50,
[34; 9; 5; 2],2.86453246063e-48,
[34; 9; 4; 3],7.95385179273e-47,
[34; 9; 3; 4],1.65638963453e-45,
[34; 9; 2; 5],2.75954512893e-44,
[34; 9; 1; 6],3.8311684843e-43,
[34; 9; 0; 7],4.55909049271e-42,
[34; 8; 8; 0],2.20172196039e-52,
[34; 8; 7; 1],1.83403439155e-50,
[34; 8; 6; 2],7.63875323477e-49,
[34; 8; 5; 3],2.12102714651e-47,
[34; 8; 4; 4],4.41703902911e-46,
[34; 8; 3; 5],7.35878701667e-45,
[34; 8; 2; 6],1.02164493001e-43,
[34; 8; 1; 7],1.21575746574e-42,
[34; 8; 0; 8],1.2659074602e-41,
[34; 7; 9; 0],5.87125856597e-53,
[34; 7; 8; 1],4.89075838158e-51,
[34; 7; 7; 2],2.03700086432e-49,
[34; 7; 6; 3],5.65607239544e-48,
[34; 7; 5; 4],1.17787707542e-46,
[34; 7; 4; 5],1.96234320609e-45,
[34; 7; 3; 6],2.7243864823e-44,
[34; 7; 2; 7],3.24201991138e-43,
[34; 7; 1; 8],3.37575323005e-42,
[34; 7; 0; 9],3.12444715378e-41,
[34; 6; 10; 0],1.56566895224e-53,
[34; 6; 9; 1],1.30420223618e-51,
[34; 6; 8; 2],5.43200230941e-50,
[34; 6; 7; 3],1.50828597339e-48,
[34; 6; 6; 4],3.14100553709e-47,
[34; 6; 5; 5],5.23291522065e-46,
[34; 6; 4; 6],7.26503062558e-45,
[34; 6; 3; 7],8.6453864376e-44,
[34; 6; 2; 8],9.00200862102e-43,
[34; 6; 1; 9],8.33185908375e-42,
[34; 6; 0; 10],6.94043861127e-41,
[34; 5; 11; 0],4.17511720948e-54,
[34; 5; 10; 1],3.47787263275e-52,
[34; 5; 9; 2],1.44853395039e-50,
[34; 5; 8; 3],4.02209593241e-49,
[34; 5; 7; 4],8.37601477261e-48,
[34; 5; 6; 5],1.39544406001e-46,
[34; 5; 5; 6],1.93734150178e-45,
[34; 5; 4; 7],2.3054363853e-44,
[34; 5; 3; 8],2.40053563429e-43,
[34; 5; 2; 9],2.22182909087e-42,
[34; 5; 1; 10],1.85078363123e-41,
[34; 5; 0; 11],1.4015479669e-40,
[34; 4; 12; 0],1.11336459013e-54,
[34; 4; 11; 1],9.27432702845e-53,
[34; 4; 10; 2],3.86275720429e-51,
[34; 4; 9; 3],1.07255891621e-49,
[34; 4; 8; 4],2.23360394124e-48,
[34; 4; 7; 5],3.72118416316e-47,
[34; 4; 6; 6],5.16624400909e-46,
[34; 4; 5; 7],6.14783036595e-45,
[34; 4; 4; 8],6.40142836348e-44,
[34; 4; 3; 9],5.92487758062e-43,
[34; 4; 2; 10],4.93542302075e-42,
[34; 4; 1; 11],3.73746124821e-41,
[34; 4; 0; 12],2.59442101441e-40,
[34; 3; 13; 0],2.96897224284e-55,
[34; 3; 12; 1],2.47315387633e-53,
[34; 3; 11; 2],1.03006858868e-51,
[34; 3; 10; 3],2.86015711229e-50,
[34; 3; 9; 4],5.95627718164e-49,
[34; 3; 8; 5],9.92315777675e-48,
[34; 3; 7; 6],1.37766507025e-46,
[34; 3; 6; 7],1.6394214323e-45,
[34; 3; 5; 8],1.70704756503e-44,
[34; 3; 4; 9],1.57996735616e-43,
[34; 3; 3; 10],1.31611280664e-42,
[34; 3; 2; 11],9.96656333693e-42,
[34; 3; 1; 12],6.91845604424e-41,
[34; 3; 0; 13],4.43313375407e-40,
[34; 2; 14; 0],7.9172593209e-56,
[34; 2; 13; 1],6.59507700909e-54,
[34; 2; 12; 2],2.74684957211e-52,
[34; 2; 11; 3],7.62708563919e-51,
[34; 2; 10; 4],1.5883405831e-49,
[34; 2; 9; 5],2.64617540936e-48,
[34; 2; 8; 6],3.67377352375e-47,
[34; 2; 7; 7],4.3717904898e-46,
[34; 2; 6; 8],4.5521268439e-45,
[34; 2; 5; 9],4.21324628663e-44,
[34; 2; 4; 10],3.50963415399e-43,
[34; 2; 3; 11],2.65775022541e-42,
[34; 2; 2; 12],1.84492161335e-41,
[34; 2; 1; 13],1.18216900208e-40,
[34; 2; 0; 14],7.0339055568e-40,
[34; 1; 15; 0],2.11126915401e-56,
[34; 1; 14; 1],1.7586872039e-54,
[34; 1; 13; 2],7.32493219845e-53,
[34; 1; 12; 3],2.03388950549e-51,
[34; 1; 11; 4],4.23557489184e-50,
[34; 1; 10; 5],7.05646776421e-49,
[34; 1; 9; 6],9.79672940489e-48,
[34; 1; 8; 7],1.16581079826e-46,
[34; 1; 7; 8],1.21390049273e-45,
[34; 1; 6; 9],1.12353234405e-44,
[34; 1; 5; 10],9.35902441849e-44,
[34; 1; 4; 11],7.08733394039e-43,
[34; 1; 3; 12],4.91979097306e-42,
[34; 1; 2; 13],3.15245067486e-41,
[34; 1; 1; 14],1.87570815006e-40,
[34; 1; 0; 15],1.04164325851e-39,
[34; 0; 16; 0],5.6300510821e-57,
[34; 0; 15; 1],4.68983254768e-55,
[34; 0; 14; 2],1.95331525456e-53,
[34; 0; 13; 3],5.42370535254e-52,
[34; 0; 12; 4],1.12948663877e-50,
[34; 0; 11; 5],1.8817247387e-49,
[34; 0; 10; 6],2.61246117683e-48,
[34; 0; 9; 7],3.10882879797e-47,
[34; 0; 8; 8],3.23706798332e-46,
[34; 0; 7; 9],2.9960862533e-45,
[34; 0; 6; 10],2.49573984703e-44,
[34; 0; 5; 11],1.88995571903e-43,
[34; 0; 4; 12],1.31194426058e-42,
[34; 0; 3; 13],8.40653514002e-42,
[34; 0; 2; 14],5.00188840435e-41,
[34; 0; 1; 15],2.77771535835e-40,
[34; 0; 0; 16],1.4461480573e-39,
[33; 17; 0; 0],2.61380684225e-46,
[33; 16; 1; 0],6.9701515852e-47,
[33; 16; 0; 1],5.80613626587e-45,
[33; 15; 2; 0],1.85870709095e-47,
[33; 15; 1; 1],1.54830300553e-45,
[33; 15; 0; 2],6.44868201294e-44,
[33; 14; 3; 0],4.95655224669e-48,
[33; 14; 2; 1],4.12880801822e-46,
[33; 14; 1; 2],1.71964853823e-44,
[33; 14; 0; 3],4.7748907707e-43,
[33; 13; 4; 0],1.32174726689e-48,
[33; 13; 3; 1],1.10101547245e-46,
[33; 13; 2; 2],4.58572943913e-45,
[33; 13; 1; 3],1.27330420659e-43,
[33; 13; 0; 4],2.65165600813e-42,
[33; 12; 5; 0],3.52465938135e-49,
[33; 12; 4; 1],2.93604126234e-47,
[33; 12; 3; 2],1.2228611848e-45,
[33; 12; 2; 3],3.39547788709e-44,
[33; 12; 1; 4],7.07108269427e-43,
[33; 12; 0; 5],1.17804237593e-41,
[33; 11; 6; 0],9.39909169148e-50,
[33; 11; 5; 1],7.82944337281e-48,
[33; 11; 4; 2],3.26096316219e-46,
[33; 11; 3; 3],9.05460770652e-45,
[33; 11; 2; 4],1.88562205339e-43,
[33; 11; 1; 5],3.14144633846e-42,
[33; 11; 0; 6],4.36137466311e-41,
[33; 10; 7; 0],2.50642445317e-50,
[33; 10; 6; 1],2.08785156784e-48,
[33; 10; 5; 2],8.69590177315e-47,
[33; 10; 4; 3],2.4145620571e-45,
[33; 10; 3; 4],5.02832547993e-44,
[33; 10; 2; 5],8.37719024293e-43,
[33; 10; 1; 6],1.16303324447e-41,
[33; 10; 0; 7],1.38400955983e-40,
[33; 9; 8; 0],6.68379854739e-51,
[33; 9; 7; 1],5.56760418557e-49,
[33; 9; 6; 2],2.31890714145e-47,
[33; 9; 5; 3],6.43883215768e-46,
[33; 9; 4; 4],1.34088679577e-44,
[33; 9; 3; 5],2.23391739999e-43,
[33; 9; 2; 6],3.10142198787e-42,
[33; 9; 1; 7],3.69069216264e-41,
[33; 9; 0; 8],3.84293321131e-40,
[33; 8; 9; 0],1.7823462808e-51,
[33; 8; 8; 1],1.48469445073e-49,
[33; 8; 7; 2],6.18375238241e-48,
[33; 8; 6; 3],1.71702191016e-46,
[33; 8; 5; 4],3.57569812507e-45,
[33; 8; 4; 5],5.95711307165e-44,
[33; 8; 3; 6],8.27045864126e-43,
[33; 8; 2; 7],9.84184577531e-42,
[33; 8; 1; 8],1.02478219054e-40,
[33; 8; 0; 9],9.48492848941e-40,
[33; 7; 10; 0],4.75292341946e-52,
[33; 7; 9; 1],3.95918520528e-50,
[33; 7; 8; 2],1.64900063669e-48,
[33; 7; 7; 3],4.5787250976e-47,
[33; 7; 6; 4],9.53519500819e-46,
[33; 7; 5; 5],1.58856348711e-44,
[33; 7; 4; 6],2.20545563952e-43,
[33; 7; 3; 7],2.62449220895e-42,
[33; 7; 2; 8],2.73275251041e-41,
[33; 7; 1; 9],2.52931426597e-40,
[33; 7; 0; 10],2.10691878188e-39,
[33; 6; 11; 0],1.26744624626e-52,
[33; 6; 10; 1],1.05578272229e-50,
[33; 6; 9; 2],4.39733503488e-49,
[33; 6; 8; 3],1.22099336038e-47,
[33; 6; 7; 4],2.54271867099e-46,
[33; 6; 6; 5],4.23616930251e-45,
[33; 6; 5; 6],5.88121504367e-44,
[33; 6; 4; 7],6.99864589642e-43,
[33; 6; 3; 8],7.28734003388e-42,
[33; 6; 2; 9],6.74483804824e-41,
[33; 6; 1; 10],5.61845008974e-40,
[33; 6; 0; 11],4.25469901913e-39,
[33; 5; 12; 0],3.37985665952e-53,
[33; 5; 11; 1],2.81542059515e-51,
[33; 5; 10; 2],1.17262267695e-49,
[33; 5; 9; 3],3.25598229709e-48,
[33; 5; 8; 4],6.78058312833e-47,
[33; 5; 7; 5],1.12964514829e-45,
[33; 5; 6; 6],1.56832401296e-44,
[33; 5; 5; 7],1.86630557395e-43,
[33; 5; 4; 8],1.94329067733e-42,
[33; 5; 3; 9],1.79862348104e-41,
[33; 5; 2; 10],1.49825335852e-40,
[33; 5; 1; 11],1.13458640606e-39,
[33; 5; 0; 12],7.87592062913e-39,
[33; 4; 13; 0],9.01295109962e-54,
[33; 4; 12; 1],7.50778826004e-52,
[33; 4; 11; 2],3.12699380783e-50,
[33; 4; 10; 3],8.68261946621e-49,
[33; 4; 9; 4],1.80815550241e-47,
[33; 4; 8; 5],3.01238706463e-46,
[33; 4; 7; 6],4.18219737141e-45,
[33; 4; 6; 7],4.97681486804e-44,
[33; 4; 5; 8],5.18210847724e-43,
[33; 4; 4; 9],4.79632928681e-42,
[33; 4; 3; 10],3.99534229275e-41,
[33; 4; 2; 11],3.02556375202e-40,
[33; 4; 1; 12],2.10024550287e-39,
[33; 4; 0; 13],1.34577269423e-38,
[33; 3; 14; 0],2.40345362859e-54,
[33; 3; 13; 1],2.00207687103e-52,
[33; 3; 12; 2],8.33865016123e-51,
[33; 3; 11; 3],2.31536519293e-49,
[33; 3; 10; 4],4.82174801047e-48,
[33; 3; 9; 5],8.03303217908e-47,
[33; 3; 8; 6],1.11525263331e-45,
[33; 3; 7; 7],1.32715063259e-44,
[33; 3; 6; 8],1.38189559509e-43,
[33; 3; 5; 9],1.27902114422e-42,
[33; 3; 4; 10],1.06542461229e-41,
[33; 3; 3; 11],8.06817001217e-41,
[33; 3; 2; 12],5.60065467901e-40,
[33; 3; 1; 13],3.58872718764e-39,
[33; 3; 0; 14],2.13529267495e-38,
[33; 2; 15; 0],6.40920968161e-55,
[33; 2; 14; 1],5.33887166056e-53,
[33; 2; 13; 2],2.22364004486e-51,
[33; 2; 12; 3],6.17430718634e-50,
[33; 2; 11; 4],1.28579947054e-48,
[33; 2; 10; 5],2.14214191622e-47,
[33; 2; 9; 6],2.97400702467e-46,
[33; 2; 8; 7],3.53906835655e-45,
[33; 2; 7; 8],3.68505492334e-44,
[33; 2; 6; 9],3.41072305413e-43,
[33; 2; 5; 10],2.84113230184e-42,
[33; 2; 4; 11],2.15151200505e-41,
[33; 2; 3; 12],1.49350791566e-40,
[33; 2; 2; 13],9.56993917507e-40,
[33; 2; 1; 14],5.69411380466e-39,
[33; 2; 0; 15],3.16213119702e-38,
[33; 1; 16; 0],1.7091225832e-55,
[33; 1; 15; 1],1.42369911068e-53,
[33; 1; 14; 2],5.92970679128e-52,
[33; 1; 13; 3],1.64648191774e-50,
[33; 1; 12; 4],3.42879859098e-49,
[33; 1; 11; 5],5.71237844805e-48,
[33; 1; 10; 6],7.93068540577e-47,
[33; 1; 9; 7],9.4375156254e-46,
[33; 1; 8; 8],9.82681313717e-45,
[33; 1; 7; 9],9.09526148531e-44,
[33; 1; 6; 10],7.57635281127e-43,
[33; 1; 5; 11],5.73736535163e-42,
[33; 1; 4; 12],3.98268777843e-41,
[33; 1; 3; 13],2.55198378216e-40,
[33; 1; 2; 14],1.51843034918e-39,
[33; 1; 1; 15],8.43234986579e-39,
[33; 1; 0; 16],4.3900921454e-38,
[33; 0; 17; 0],4.55766022569e-56,
[33; 0; 16; 1],3.796530965e-54,
[33; 0; 15; 2],1.58125514567e-52,
[33; 0; 14; 3],4.390618451e-51,
[33; 0; 13; 4],9.14346291697e-50,
[33; 0; 12; 5],1.52330092076e-48,
[33; 0; 11; 6],2.11484944332e-47,
[33; 0; 10; 7],2.51667083555e-46,
[33; 0; 9; 8],2.62048350545e-45,
[33; 0; 8; 9],2.42540306479e-44,
[33; 0; 7; 10],2.02036075137e-43,
[33; 0; 6; 11],1.52996409505e-42,
[33; 0; 5; 12],1.06205007514e-41,
[33; 0; 4; 13],6.80529009148e-41,
[33; 0; 3; 14],4.04914760123e-40,
[33; 0; 2; 15],2.24862663277e-39,
[33; 0; 1; 16],1.17069123976e-38,
[33; 0; 0; 17],5.73638707027e-38,
[32; 18; 0; 0],7.70139485955e-45,
[32; 17; 1; 0],2.0537052976e-45,
[32; 17; 0; 1],1.71073651155e-43,
[32; 16; 2; 0],5.47654746488e-46,
[32; 16; 1; 1],4.56196403463e-44,
[32; 16; 0; 2],1.90005801892e-42,
[32; 15; 3; 0],1.46041265853e-46,
[32; 15; 2; 1],1.21652374359e-44,
[32; 15; 1; 2],5.06682138804e-43,
[32; 15; 0; 3],1.4068874043e-41,
[32; 14; 4; 0],3.89443375935e-47,
[32; 14; 3; 1],3.24406331897e-45,
[32; 14; 2; 2],1.35115237128e-43,
[32; 14; 1; 3],3.75169974795e-42,
[32; 14; 0; 4],7.81291471892e-41,
[32; 13; 5; 0],1.03851567003e-47,
[32; 13; 4; 1],8.65083552451e-46,
[32; 13; 3; 2],3.60307299311e-44,
[32; 13; 2; 3],1.00045326696e-42,
[32; 13; 1; 4],2.0834439268e-41,
[32; 13; 0; 5],3.4710175793e-40,
[32; 12; 6; 0],2.76937512241e-48,
[32; 12; 5; 1],2.30688947514e-46,
[32; 12; 4; 2],9.60819465636e-45,
[32; 12; 3; 3],2.6678753808e-43,
[32; 12; 2; 4],5.55585047612e-42,
[32; 12; 1; 5],9.2560468859e-41,
[32; 12; 0; 6],1.28504784164e-39,
[32; 11; 7; 0],7.38500033263e-49,
[32; 11; 6; 1],6.15170527221e-47,
[32; 11; 5; 2],2.56218524385e-45,
[32; 11; 4; 3],7.11433435478e-44,
[32; 11; 3; 4],1.48156012821e-42,
[32; 11; 2; 5],2.46827917165e-41,
[32; 11; 1; 6],3.42679424726e-40,
[32; 11; 0; 7],4.07788515101e-39,
[32; 10; 8; 0],1.96933342369e-49,
[32; 10; 7; 1],1.64045474063e-47,
[32; 10; 6; 2],6.83249398933e-46,
[32; 10; 5; 3],1.89715582954e-44,
[32; 10; 4; 4],3.95082701188e-43,
[32; 10; 3; 5],6.58207779658e-42,
[32; 10; 2; 6],9.13811800036e-41,
[32; 10; 1; 7],1.08743604118e-39,
[32; 10; 0; 8],1.13229277698e-38,
[32; 9; 9; 0],5.25155580091e-50,
[32; 9; 8; 1],4.3745459787e-48,
[32; 9; 7; 2],1.82199839869e-46,
[32; 9; 6; 3],5.05908221635e-45,
[32; 9; 5; 4],1.05355387072e-43,
[32; 9; 4; 5],1.75522074723e-42,
[32; 9; 3; 6],2.43683146881e-41,
[32; 9; 2; 7],2.89982944559e-40,
[32; 9; 1; 8],3.01944740783e-39,
[32; 9; 0; 9],2.79466632081e-38,
[32; 8; 10; 0],1.40041488142e-50,
[32; 8; 9; 1],1.1665455953e-48,
[32; 8; 8; 2],4.85866240058e-47,
[32; 8; 7; 3],1.34908859216e-45,
[32; 8; 6; 4],2.80947699095e-44,
[32; 8; 5; 5],4.68058866321e-43,
[32; 8; 4; 6],6.49821725562e-42,
[32; 8; 3; 7],7.73287852806e-41,
[32; 8; 2; 8],8.05185976097e-40,
[32; 8; 1; 9],7.45244352842e-39,
[32; 8; 0; 10],6.20788545426e-38,
[32; 7; 11; 0],3.73443968692e-51,
[32; 7; 10; 1],3.11078825675e-49,
[32; 7; 9; 2],1.29564330791e-47,
[32; 7; 8; 3],3.59756958211e-46,
[32; 7; 7; 4],7.49193864882e-45,
[32; 7; 6; 5],1.24815697791e-43,
[32; 7; 5; 6],1.73285793629e-42,
[32; 7; 4; 7],2.06210094255e-41,
[32; 7; 3; 8],2.14716260473e-40,
