state, probability,
[9; 15; 19; 7],2.70542010517e-21,
[9; 15; 18; 8],2.81701868228e-20,
[9; 15; 17; 9],2.60730728943e-19,
[9; 15; 16; 10],2.17188697037e-18,
[9; 15; 15; 11],1.64471076808e-17,
[9; 15; 14; 12],1.1417033906e-16,
[9; 15; 13; 13],7.31568402785e-16,
[9; 15; 12; 14],4.35283199313e-15,
[9; 15; 11; 15],2.41727269827e-14,
[9; 15; 10; 16],1.25849259754e-13,
[9; 15; 9; 17],6.16661372307e-13,
[9; 15; 8; 18],2.85377179292e-12,
[9; 15; 7; 19],1.25115363243e-11,
[9; 15; 6; 20],5.21105487495e-11,
[9; 15; 5; 21],2.06705176543e-10,
[9; 15; 4; 22],7.82660963289e-10,
[9; 15; 3; 23],2.83459383437e-09,
[9; 15; 2; 24],9.83840275899e-09,
[9; 15; 1; 25],3.2781557967e-08,
[9; 15; 0; 26],1.05027068327e-07,
[9; 14; 27; 0],1.30652876208e-31,
[9; 14; 26; 1],1.08833845795e-29,
[9; 14; 25; 2],4.53292967377e-28,
[9; 14; 24; 3],1.25864347175e-26,
[9; 14; 23; 4],2.62112502785e-25,
[9; 14; 22; 5],4.36679429294e-24,
[9; 14; 21; 6],6.0625660719e-23,
[9; 14; 20; 7],7.21445361985e-22,
[9; 14; 19; 8],7.51204982573e-21,
[9; 14; 18; 9],6.95281944431e-20,
[9; 14; 17; 10],5.79169859252e-19,
[9; 14; 16; 11],4.38589538523e-18,
[9; 14; 15; 12],3.0445423775e-17,
[9; 14; 14; 13],1.95084907573e-16,
[9; 14; 13; 14],1.16075519914e-15,
[9; 14; 12; 15],6.44606053413e-15,
[9; 14; 11; 16],3.35598026293e-14,
[9; 14; 10; 17],1.64443032753e-13,
[9; 14; 9; 18],7.61005812084e-13,
[9; 14; 8; 19],3.33640968928e-12,
[9; 14; 7; 20],1.38961463449e-11,
[9; 14; 6; 21],5.51213804577e-11,
[9; 14; 5; 22],2.08709590386e-10,
[9; 14; 4; 23],7.55891689799e-10,
[9; 14; 3; 24],2.62357407127e-09,
[9; 14; 2; 25],8.74174879854e-09,
[9; 14; 1; 26],2.80072182439e-08,
[9; 14; 0; 27],8.6407454736e-08,
[9; 13; 28; 0],3.4840767018e-32,
[9; 13; 27; 1],2.9022358903e-30,
[9; 13; 26; 2],1.20878124735e-28,
[9; 13; 25; 3],3.35638259416e-27,
[9; 13; 24; 4],6.98966674681e-26,
[9; 13; 23; 5],1.1644784791e-24,
[9; 13; 22; 6],1.6166842872e-23,
[9; 13; 21; 7],1.92385430024e-22,
[9; 13; 20; 8],2.00321328854e-21,
[9; 13; 19; 9],1.85408518671e-20,
[9; 13; 18; 10],1.5444529593e-19,
[9; 13; 17; 11],1.16957210371e-18,
[9; 13; 16; 12],8.11877968016e-18,
[9; 13; 15; 13],5.20226420632e-17,
[9; 13; 14; 14],3.09534720031e-16,
[9; 13; 13; 15],1.71894947721e-15,
[9; 13; 12; 16],8.94928070866e-15,
[9; 13; 11; 17],4.38514754377e-14,
[9; 13; 10; 18],2.02934883393e-13,
[9; 13; 9; 19],8.89709251223e-13,
[9; 13; 8; 20],3.70563902841e-12,
[9; 13; 7; 21],1.46990348011e-11,
[9; 13; 6; 22],5.56558908163e-11,
[9; 13; 5; 23],2.01571117449e-10,
[9; 13; 4; 24],6.99619752926e-10,
[9; 13; 3; 25],2.3311330149e-09,
[9; 13; 2; 26],7.46859153799e-09,
[9; 13; 1; 27],2.3041987949e-08,
[9; 13; 0; 28],6.85499140939e-08,
[9; 12; 29; 0],9.2908712126e-33,
[9; 12; 28; 1],7.73929571397e-31,
[9; 12; 27; 2],3.22341666232e-29,
[9; 12; 26; 3],8.95035359195e-28,
[9; 12; 25; 4],1.86391113405e-26,
[9; 12; 24; 5],3.10527594687e-25,
[9; 12; 23; 6],4.31115810282e-24,
[9; 12; 22; 7],5.13027813829e-23,
[9; 12; 21; 8],5.34190210727e-22,
[9; 12; 20; 9],4.9442271687e-21,
[9; 12; 19; 10],4.11854122827e-20,
[9; 12; 18; 11],3.11885894585e-19,
[9; 12; 17; 12],2.16500791653e-18,
[9; 12; 16; 13],1.38727045619e-17,
[9; 12; 15; 14],8.25425920777e-17,
[9; 12; 14; 15],4.58386527642e-16,
[9; 12; 13; 16],2.38647485765e-15,
[9; 12; 12; 17],1.16937267932e-14,
[9; 12; 11; 18],5.41159689502e-14,
[9; 12; 10; 19],2.37255800525e-13,
[9; 12; 9; 20],9.88170408406e-13,
[9; 12; 8; 21],3.91974261691e-12,
[9; 12; 7; 22],1.48415708968e-11,
[9; 12; 6; 23],5.37522980316e-11,
[9; 12; 5; 24],1.86565267604e-10,
[9; 12; 4; 25],6.21635471163e-10,
[9; 12; 3; 26],1.9916244118e-09,
[9; 12; 2; 27],6.14453012488e-09,
[9; 12; 1; 28],1.82799771071e-08,
[9; 12; 0; 29],5.25076583384e-08,
[9; 11; 30; 0],2.47756565877e-33,
[9; 11; 29; 1],2.06381219213e-31,
[9; 11; 28; 2],8.5957777734e-30,
[9; 11; 27; 3],2.38676095986e-28,
[9; 11; 26; 4],4.97042969497e-27,
[9; 11; 25; 5],8.28073586526e-26,
[9; 11; 24; 6],1.14964216172e-24,
[9; 11; 23; 7],1.36807417136e-23,
[9; 11; 22; 8],1.4245072298e-22,
[9; 11; 21; 9],1.31846057943e-21,
[9; 11; 20; 10],1.09827766179e-20,
[9; 11; 19; 11],8.31695719591e-20,
[9; 11; 18; 12],5.77335444893e-19,
[9; 11; 17; 13],3.69938788627e-18,
[9; 11; 16; 14],2.20113579059e-17,
[9; 11; 15; 15],1.22236407474e-16,
[9; 11; 14; 16],6.36393295907e-16,
[9; 11; 13; 17],3.11832714748e-15,
[9; 11; 12; 18],1.44309250655e-14,
[9; 11; 11; 19],6.32682135266e-14,
[9; 11; 10; 20],2.6351210913e-13,
[9; 11; 9; 21],1.04526469872e-12,
[9; 11; 8; 22],3.95775224248e-12,
[9; 11; 7; 23],1.43339461538e-11,
[9; 11; 6; 24],4.97507380694e-11,
[9; 11; 5; 25],1.65769459116e-10,
[9; 11; 4; 26],5.31099843594e-10,
[9; 11; 3; 27],1.63854136801e-09,
[9; 11; 2; 28],4.87466056598e-09,
[9; 11; 1; 29],1.40020422353e-08,
[9; 11; 0; 30],3.88790039093e-08,
[9; 10; 31; 0],6.60684176228e-34,
[9; 10; 30; 1],5.50349918362e-32,
[9; 10; 29; 2],2.29220740816e-30,
[9; 10; 28; 3],6.3646958983e-29,
[9; 10; 27; 4],1.32544791977e-27,
[9; 10; 26; 5],2.20819623259e-26,
[9; 10; 25; 6],3.06571243382e-25,
[9; 10; 24; 7],3.64819779336e-24,
[9; 10; 23; 8],3.79868594933e-23,
[9; 10; 22; 9],3.51589488143e-22,
[9; 10; 21; 10],2.92874043391e-21,
[9; 10; 20; 11],2.21785525411e-20,
[9; 10; 19; 12],1.53956118767e-19,
[9; 10; 18; 13],9.86503437167e-19,
[9; 10; 17; 14],5.8696954465e-18,
[9; 10; 16; 15],3.25963753537e-17,
[9; 10; 15; 16],1.69704879051e-16,
[9; 10; 14; 17],8.31553906692e-16,
[9; 10; 13; 18],3.84824668737e-15,
[9; 10; 12; 19],1.68715236213e-14,
[9; 10; 11; 20],7.02698958269e-14,
[9; 10; 10; 21],2.78737253226e-13,
[9; 10; 9; 22],1.05540059888e-12,
[9; 10; 8; 23],3.82238564422e-12,
[9; 10; 7; 24],1.32668634963e-11,
[9; 10; 6; 25],4.42051891347e-11,
[9; 10; 5; 26],1.41626625077e-10,
[9; 10; 4; 27],4.3694436517e-10,
[9; 10; 3; 28],1.29990948535e-09,
[9; 10; 2; 29],3.73387793256e-09,
[9; 10; 1; 30],1.03677343845e-08,
[9; 10; 0; 31],2.78591055983e-08,
[9; 9; 32; 0],1.76182447142e-34,
[9; 9; 31; 1],1.46759978353e-32,
[9; 9; 30; 2],6.11255309357e-31,
[9; 9; 29; 3],1.69725224097e-29,
[9; 9; 28; 4],3.53452778903e-28,
[9; 9; 27; 5],5.88852329186e-27,
[9; 9; 26; 6],8.17523316372e-26,
[9; 9; 25; 7],9.72852745713e-25,
[9; 9; 24; 8],1.01298292067e-23,
[9; 9; 23; 9],9.37571969169e-23,
[9; 9; 22; 10],7.80997449699e-22,
[9; 9; 21; 11],5.91428068259e-21,
[9; 9; 20; 12],4.10549650391e-20,
[9; 9; 19; 13],2.63067583465e-19,
[9; 9; 18; 14],1.56525212038e-18,
[9; 9; 17; 15],8.6923667683e-18,
[9; 9; 16; 16],4.52546344516e-17,
[9; 9; 15; 17],2.21747708637e-16,
[9; 9; 14; 18],1.02619911749e-15,
[9; 9; 13; 19],4.49907296945e-15,
[9; 9; 12; 20],1.87386389029e-14,
[9; 9; 11; 21],7.43299342561e-14,
[9; 9; 10; 22],2.81440159938e-13,
[9; 9; 9; 23],1.01930283932e-12,
[9; 9; 8; 24],3.53783026866e-12,
[9; 9; 7; 25],1.17880504458e-11,
[9; 9; 6; 26],3.77671000523e-11,
[9; 9; 5; 27],1.16518497477e-10,
[9; 9; 4; 28],3.46642529719e-10,
[9; 9; 3; 29],9.95700782852e-10,
[9; 9; 2; 30],2.76472917153e-09,
[9; 9; 1; 31],7.42909483245e-09,
[9; 9; 0; 32],1.93388624704e-08,
[9; 8; 33; 0],4.6981985944e-35,
[9; 8; 32; 1],3.91359942604e-33,
[9; 8; 31; 2],1.63001415966e-31,
[9; 8; 30; 3],4.52600597973e-30,
[9; 8; 29; 4],9.42540744532e-29,
[9; 8; 28; 5],1.57027287915e-27,
[9; 8; 27; 6],2.18006217882e-26,
[9; 8; 26; 7],2.59427399075e-25,
[9; 8; 25; 8],2.70128779073e-24,
[9; 8; 24; 9],2.50019191988e-23,
[9; 8; 23; 10],2.08265986761e-22,
[9; 8; 22; 11],1.57714151668e-21,
[9; 8; 21; 12],1.09479906863e-20,
[9; 8; 20; 13],7.01513556497e-20,
[9; 8; 19; 14],4.17400565785e-19,
[9; 8; 18; 15],2.31796447349e-18,
[9; 8; 17; 16],1.20679025306e-17,
[9; 8; 16; 17],5.9132722353e-17,
[9; 8; 15; 18],2.73653098228e-16,
[9; 8; 14; 19],1.19975279286e-15,
[9; 8; 13; 20],4.99697037831e-15,
[9; 8; 12; 21],1.98213158183e-14,
[9; 8; 11; 22],7.50507093798e-14,
[9; 8; 10; 23],2.71814090712e-13,
[9; 8; 9; 24],9.43421405768e-13,
[9; 8; 8; 25],3.14348012153e-12,
[9; 8; 7; 26],1.00712266891e-11,
[9; 8; 6; 27],3.10715993532e-11,
[9; 8; 5; 28],9.24380080026e-11,
[9; 8; 4; 29],2.65520208983e-10,
[9; 8; 3; 30],7.37261113027e-10,
[9; 8; 2; 31],1.98109195699e-09,
[9; 8; 1; 32],5.15702999644e-09,
[9; 8; 0; 33],1.30175938898e-08,
[9; 7; 34; 0],1.25285295956e-35,
[9; 7; 33; 1],1.04362651449e-33,
[9; 7; 32; 2],4.3467044294e-32,
[9; 7; 31; 3],1.20693492894e-30,
[9; 7; 30; 4],2.51344198753e-29,
[9; 7; 29; 5],4.18739434791e-28,
[9; 7; 28; 6],5.81349914841e-27,
[9; 7; 27; 7],6.91806398114e-26,
[9; 7; 26; 8],7.20343411466e-25,
[9; 7; 25; 9],6.66717845862e-24,
[9; 7; 24; 10],5.55375965164e-23,
[9; 7; 23; 11],4.20571071468e-22,
[9; 7; 22; 12],2.91946418546e-21,
[9; 7; 21; 13],1.8707028189e-20,
[9; 7; 20; 14],1.11306817636e-19,
[9; 7; 19; 15],6.18123860117e-19,
[9; 7; 18; 16],3.21810734419e-18,
[9; 7; 17; 17],1.5768725974e-17,
[9; 7; 16; 18],7.29741595888e-17,
[9; 7; 15; 19],3.19934078365e-16,
[9; 7; 14; 20],1.33252543534e-15,
[9; 7; 13; 21],5.28568422265e-15,
[9; 7; 12; 22],2.00135225181e-14,
[9; 7; 11; 23],7.24837575842e-14,
[9; 7; 10; 24],2.51579041749e-13,
[9; 7; 9; 25],8.38261366445e-13,
[9; 7; 8; 26],2.68566045268e-12,
[9; 7; 7; 27],8.28575983448e-12,
[9; 7; 6; 28],2.46501354881e-11,
[9; 7; 5; 29],7.08053891217e-11,
[9; 7; 4; 30],1.96602963639e-10,
[9; 7; 3; 31],5.28291188973e-10,
[9; 7; 2; 32],1.37520800021e-09,
[9; 7; 1; 33],3.47135837353e-09,
[9; 7; 0; 34],8.50482800842e-09,
[9; 6; 35; 0],3.3409412283e-36,
[9; 6; 34; 1],2.78300404097e-34,
[9; 6; 33; 2],1.15912118215e-32,
[9; 6; 32; 3],3.21849314655e-31,
[9; 6; 31; 4],6.70251197238e-30,
[9; 6; 30; 5],1.11663849371e-28,
[9; 6; 29; 6],1.55026644088e-27,
[9; 6; 28; 7],1.84481706319e-26,
[9; 6; 27; 8],1.92091576552e-25,
[9; 6; 26; 9],1.77791425713e-24,
[9; 6; 25; 10],1.48100257501e-23,
[9; 6; 24; 11],1.12152285819e-22,
[9; 6; 23; 12],7.78523783444e-22,
[9; 6; 22; 13],4.98854085458e-21,
[9; 6; 21; 14],2.96818180613e-20,
[9; 6; 20; 15],1.64833029503e-19,
[9; 6; 19; 16],8.58161959171e-19,
[9; 6; 18; 17],4.20499359661e-18,
[9; 6; 17; 18],1.94597759067e-17,
[9; 6; 16; 19],8.53157543023e-17,
[9; 6; 15; 20],3.55340116388e-16,
[9; 6; 14; 21],1.40951579389e-15,
[9; 6; 13; 22],5.33693934264e-15,
[9; 6; 12; 23],1.93290020387e-14,
[9; 6; 11; 24],6.70877445228e-14,
[9; 6; 10; 25],2.23536364573e-13,
[9; 6; 9; 26],7.16176121316e-13,
[9; 6; 8; 27],2.20953595772e-12,
[9; 6; 7; 28],6.573369469e-12,
[9; 6; 6; 29],1.8881437115e-11,
[9; 6; 5; 30],5.24274570145e-11,
[9; 6; 4; 31],1.40877650511e-10,
[9; 6; 3; 32],3.66722133697e-10,
[9; 6; 2; 33],9.25695567053e-10,
[9; 6; 1; 34],2.26795413748e-09,
[9; 6; 0; 35],5.39773084294e-09,
[9; 5; 36; 0],8.90917661628e-37,
[9; 5; 35; 1],7.42134411549e-35,
[9; 5; 34; 2],3.09098982165e-33,
[9; 5; 33; 3],8.582648398e-32,
[9; 5; 32; 4],1.78733652747e-30,
[9; 5; 31; 5],2.97770265241e-29,
[9; 5; 30; 6],4.13404384582e-28,
[9; 5; 29; 7],4.91951217263e-27,
[9; 5; 28; 8],5.1224420457e-26,
[9; 5; 27; 9],4.74110468965e-25,
[9; 5; 26; 10],3.94934020335e-24,
[9; 5; 25; 11],2.99072762435e-23,
[9; 5; 24; 12],2.07606342426e-22,
[9; 5; 23; 13],1.33027756234e-21,
[9; 5; 22; 14],7.91515148965e-21,
[9; 5; 21; 15],4.39554745711e-20,
[9; 5; 20; 16],2.28843189305e-19,
[9; 5; 19; 17],1.1213316267e-18,
[9; 5; 18; 18],5.18927357948e-18,
[9; 5; 17; 19],2.27508678331e-17,
[9; 5; 16; 20],9.47573644497e-17,
[9; 5; 15; 21],3.75870878686e-16,
[9; 5; 14; 22],1.4231838259e-15,
[9; 5; 13; 23],5.15440054798e-15,
[9; 5; 12; 24],1.78900652211e-14,
[9; 5; 11; 25],5.96096972696e-14,
[9; 5; 10; 26],1.90980299178e-13,
[9; 5; 9; 27],5.8920958922e-13,
[9; 5; 8; 28],1.75289852654e-12,
[9; 5; 7; 29],5.03504990156e-12,
[9; 5; 6; 30],1.39806552156e-11,
[9; 5; 5; 31],3.75673735012e-11,
[9; 5; 4; 32],9.77925690679e-11,
[9; 5; 3; 33],2.46852151421e-10,
[9; 5; 2; 34],6.04787770504e-10,
[9; 5; 1; 35],1.43939489266e-09,
[9; 5; 0; 36],3.33059984621e-09,
[9; 4; 37; 0],2.375780433e-37,
[9; 4; 36; 1],1.97902509913e-35,
[9; 4; 35; 2],8.24263953134e-34,
[9; 4; 34; 3],2.28870624139e-32,
[9; 4; 33; 4],4.76623074392e-31,
[9; 4; 32; 5],7.94054041309e-30,
[9; 4; 31; 6],1.10241169314e-28,
[9; 4; 30; 7],1.3118699138e-27,
[9; 4; 29; 8],1.36598454667e-26,
[9; 4; 28; 9],1.26429458497e-25,
[9; 4; 27; 10],1.05315738845e-24,
[9; 4; 26; 11],7.97527367164e-24,
[9; 4; 25; 12],5.53616913602e-23,
[9; 4; 24; 13],3.54740683589e-22,
[9; 4; 23; 14],2.11070706568e-21,
[9; 4; 22; 15],1.17214598955e-20,
[9; 4; 21; 16],6.10248505325e-20,
[9; 4; 20; 17],2.99021767372e-19,
[9; 4; 19; 18],1.38380628902e-18,
[9; 4; 18; 19],6.06689809391e-18,
[9; 4; 17; 20],2.52686305411e-17,
[9; 4; 16; 21],1.00232234401e-16,
[9; 4; 15; 22],3.79515687225e-16,
[9; 4; 14; 23],1.37450681395e-15,
[9; 4; 13; 24],4.77068406297e-15,
[9; 4; 12; 25],1.58959192852e-14,
[9; 4; 11; 26],5.09280798236e-14,
[9; 4; 10; 27],1.57122557257e-13,
[9; 4; 9; 28],4.6743960747e-13,
[9; 4; 8; 29],1.34267997488e-12,
[9; 4; 7; 30],3.72817472729e-12,
[9; 4; 6; 31],1.00179662754e-11,
[9; 4; 5; 32],2.607801844e-11,
[9; 4; 4; 33],6.58272404344e-11,
[9; 4; 3; 34],1.61276738937e-10,
[9; 4; 2; 35],3.83838638365e-10,
[9; 4; 1; 36],8.88159959736e-10,
[9; 4; 0; 37],1.99956012399e-09,
[9; 3; 38; 0],6.33541449333e-38,
[9; 3; 37; 1],5.27740026877e-36,
[9; 3; 36; 2],2.1980372102e-34,
[9; 3; 35; 3],6.10321664883e-33,
[9; 3; 34; 4],1.27099486611e-31,
[9; 3; 33; 5],2.11747744527e-30,
[9; 3; 32; 6],2.93976451752e-29,
[9; 3; 31; 7],3.49831977308e-28,
[9; 3; 30; 8],3.64262546084e-27,
[9; 3; 29; 9],3.37145222942e-26,
[9; 3; 28; 10],2.80841970488e-25,
[9; 3; 27; 11],2.12673964756e-24,
[9; 3; 26; 12],1.47631177084e-23,
[9; 3; 25; 13],9.45975157031e-23,
[9; 3; 24; 14],5.62855217988e-22,
[9; 3; 23; 15],3.12572264142e-21,
[9; 3; 22; 16],1.6273293489e-20,
[9; 3; 21; 17],7.9739138033e-20,
[9; 3; 20; 18],3.69015010716e-19,
[9; 3; 19; 19],1.61783949307e-18,
[9; 3; 18; 20],6.7383014833e-18,
[9; 3; 17; 21],2.67285958626e-17,
[9; 3; 16; 22],1.01204183345e-16,
[9; 3; 15; 23],3.66535150694e-16,
[9; 3; 14; 24],1.27218241786e-15,
[9; 3; 13; 25],4.23891181296e-15,
[9; 3; 12; 26],1.35808212977e-14,
[9; 3; 11; 27],4.18993486371e-14,
[9; 3; 10; 28],1.24650562097e-13,
[9; 3; 9; 29],3.58047993601e-13,
[9; 3; 8; 30],9.94179928113e-13,
[9; 3; 7; 31],2.67145767568e-12,
[9; 3; 6; 32],6.95413825651e-12,
[9; 3; 5; 33],1.75539307972e-11,
[9; 3; 4; 34],4.30071304192e-11,
[9; 3; 3; 35],1.02356970317e-10,
[9; 3; 2; 36],2.36842656129e-10,
[9; 3; 1; 37],5.33216033511e-10,
[9; 3; 0; 38],1.16886567253e-09,
[9; 2; 39; 0],1.68944386631e-38,
[9; 2; 38; 1],1.40730673952e-36,
[9; 2; 37; 2],5.86143256546e-35,
[9; 2; 36; 3],1.62752444106e-33,
[9; 2; 35; 4],3.38931964582e-32,
[9; 2; 34; 5],5.64660652546e-31,
[9; 2; 33; 6],7.83937205331e-30,
[9; 2; 32; 7],9.32885273605e-29,
[9; 2; 31; 8],9.71366790372e-28,
[9; 2; 30; 9],8.990539286e-27,
[9; 2; 29; 10],7.48911921931e-26,
[9; 2; 28; 11],5.67130573158e-25,
[9; 2; 27; 12],3.93683139223e-24,
[9; 2; 26; 13],2.52260042087e-23,
[9; 2; 25; 14],1.50094724923e-22,
[9; 2; 24; 15],8.33526038411e-22,
[9; 2; 23; 16],4.33954493404e-21,
[9; 2; 22; 17],2.126377016e-20,
[9; 2; 21; 18],9.84040029403e-20,
[9; 2; 20; 19],4.31423865181e-19,
[9; 2; 19; 20],1.79688039706e-18,
[9; 2; 18; 21],7.12762556935e-18,
[9; 2; 17; 22],2.6987782248e-17,
[9; 2; 16; 23],9.77427069339e-17,
[9; 2; 15; 24],3.39248645048e-16,
[9; 2; 14; 25],1.13037648441e-15,
[9; 2; 13; 26],3.62155234909e-15,
[9; 2; 12; 27],1.11731596459e-14,
[9; 2; 11; 28],3.32401499204e-14,
[9; 2; 10; 29],9.54794650406e-14,
[9; 2; 9; 30],2.65114647719e-13,
[9; 2; 8; 31],7.12388714114e-13,
[9; 2; 7; 32],1.85443686996e-12,
[9; 2; 6; 33],4.68104821653e-12,
[9; 2; 5; 34],1.14685681214e-11,
[9; 2; 4; 35],2.72951921074e-11,
[9; 2; 3; 36],6.31580416873e-11,
[9; 2; 2; 37],1.42190942389e-10,
[9; 2; 1; 38],3.11697512937e-10,
[9; 2; 0; 39],6.65753918132e-10,
[9; 1; 40; 0],4.50518364727e-39,
[9; 1; 39; 1],3.75281797521e-37,
[9; 1; 38; 2],1.56304868544e-35,
[9; 1; 37; 3],4.34006517979e-34,
[9; 1; 36; 4],9.03818572977e-33,
[9; 1; 35; 5],1.50576174139e-31,
[9; 1; 34; 6],2.09049921597e-30,
[9; 1; 33; 7],2.48769406504e-29,
[9; 1; 32; 8],2.59031144317e-28,
[9; 1; 31; 9],2.39747714495e-27,
[9; 1; 30; 10],1.99709846016e-26,
[9; 1; 29; 11],1.51234819636e-25,
[9; 1; 28; 12],1.04982170548e-24,
[9; 1; 27; 13],6.7269344613e-24,
[9; 1; 26; 14],4.0025260013e-23,
[9; 1; 25; 15],2.2227361043e-22,
[9; 1; 24; 16],1.15721198338e-21,
[9; 1; 23; 17],5.67033871409e-21,
[9; 1; 22; 18],2.62410674728e-20,
[9; 1; 21; 19],1.15046364145e-19,
[9; 1; 20; 20],4.79168106284e-19,
[9; 1; 19; 21],1.90070015342e-18,
[9; 1; 18; 22],7.19674193885e-18,
[9; 1; 17; 23],2.60647218709e-17,
[9; 1; 16; 24],9.04663054221e-17,
[9; 1; 15; 25],3.01433729428e-16,
[9; 1; 14; 26],9.65747293903e-16,
[9; 1; 13; 27],2.97950924142e-15,
[9; 1; 12; 28],8.86403998621e-15,
[9; 1; 11; 29],2.54611906989e-14,
[9; 1; 10; 30],7.06972394512e-14,
[9; 1; 9; 31],1.89970323923e-13,
[9; 1; 8; 32],4.94516499072e-13,
[9; 1; 7; 33],1.24827952546e-12,
[9; 1; 6; 34],3.05828483495e-12,
[9; 1; 5; 35],7.27871790141e-12,
[9; 1; 4; 36],1.68421444641e-11,
[9; 1; 3; 37],3.79175846689e-11,
[9; 1; 2; 38],8.31193368531e-11,
[9; 1; 1; 39],1.77534378318e-10,
[9; 1; 0; 40],3.69715342554e-10,
[9; 0; 41; 0],1.20138230695e-39,
[9; 0; 40; 1],1.0007514609e-37,
[9; 0; 39; 2],4.16812983133e-36,
[9; 0; 38; 3],1.15735071558e-34,
[9; 0; 37; 4],2.4101828633e-33,
[9; 0; 36; 5],4.01536464707e-32,
[9; 0; 35; 6],5.57466458061e-31,
[9; 0; 34; 7],6.63385084567e-30,
[9; 0; 33; 8],6.90749718759e-29,
[9; 0; 32; 9],6.39327239189e-28,
[9; 0; 31; 10],5.32559589823e-27,
[9; 0; 30; 11],4.03292852701e-26,
[9; 0; 29; 12],2.79952455029e-25,
[9; 0; 28; 13],1.79384919119e-24,
[9; 0; 27; 14],1.06734026791e-23,
[9; 0; 26; 15],5.92729628311e-23,
[9; 0; 25; 16],3.08589862495e-22,
[9; 0; 24; 17],1.51209032503e-21,
[9; 0; 23; 18],6.99761799862e-21,
[9; 0; 22; 19],3.06790304644e-20,
[9; 0; 21; 20],1.27778161783e-19,
[9; 0; 20; 21],5.06853374672e-19,
[9; 0; 19; 22],1.91913118531e-18,
[9; 0; 18; 23],6.95059250476e-18,
[9; 0; 17; 24],2.41243481328e-17,
[9; 0; 16; 25],8.0382327915e-17,
[9; 0; 15; 26],2.57532611924e-16,
[9; 0; 14; 27],7.9453579838e-16,
[9; 0; 13; 28],2.36374399831e-15,
[9; 0; 12; 29],6.78965085874e-15,
[9; 0; 11; 30],1.88525972028e-14,
[9; 0; 10; 31],5.06587530888e-14,
[9; 0; 9; 32],1.3187106653e-13,
[9; 0; 8; 33],3.32874540401e-13,
[9; 0; 7; 34],8.15542623338e-13,
[9; 0; 6; 35],1.94099144201e-12,
[9; 0; 5; 36],4.49123852753e-12,
[9; 0; 4; 37],1.01113559202e-11,
[9; 0; 3; 38],2.21651565128e-11,
[9; 0; 2; 39],4.73425009244e-11,
[9; 0; 1; 40],9.85907580971e-11,
[9; 0; 0; 41],2.00307564463e-10,
[8; 42; 0; 0],3.31121715475e-15,
[8; 41; 1; 0],8.82991242009e-16,
[8; 41; 0; 1],7.35531704011e-14,
[8; 40; 2; 0],2.354643314e-16,
[8; 40; 1; 1],1.96141787901e-14,
[8; 40; 0; 2],8.16930545961e-13,
[8; 39; 3; 0],6.27904884261e-17,
[8; 39; 2; 1],5.23044768175e-15,
[8; 39; 1; 2],2.17848145773e-13,
[8; 39; 0; 3],6.04891684283e-12,
[8; 38; 4; 0],1.6744130261e-17,
[8; 38; 3; 1],1.39478604964e-15,
[8; 38; 2; 2],5.80928389215e-14,
[8; 38; 1; 3],1.61304449278e-12,
[8; 38; 0; 4],3.35916515355e-11,
[8; 37; 5; 0],4.46510140669e-18,
[8; 37; 4; 1],3.71942946883e-16,
[8; 37; 3; 2],1.54914237254e-14,
[8; 37; 2; 3],4.30145198435e-13,
[8; 37; 1; 4],8.95777375032e-12,
[8; 37; 0; 5],1.49236510562e-10,
[8; 36; 6; 0],1.19069370945e-18,
[8; 36; 5; 1],9.91847859188e-17,
[8; 36; 4; 2],4.13104633025e-15,
[8; 36; 3; 3],1.14705386346e-13,
[8; 36; 2; 4],2.38873966876e-12,
[8; 36; 1; 5],3.979640285e-11,
[8; 36; 0; 6],5.52506725797e-10,
[8; 35; 7; 0],3.17518322787e-19,
[8; 35; 6; 1],2.64492762672e-17,
[8; 35; 5; 2],1.10161235566e-15,
[8; 35; 4; 3],3.05881030512e-14,
[8; 35; 3; 4],6.36997245537e-13,
[8; 35; 2; 5],1.06123741022e-11,
[8; 35; 1; 6],1.47335127003e-10,
[8; 35; 0; 7],1.75328800995e-09,
[8; 34; 8; 0],8.46715528143e-20,
[8; 34; 7; 1],7.05314034385e-18,
[8; 34; 6; 2],2.93763295089e-16,
[8; 34; 5; 3],8.15682748718e-15,
[8; 34; 4; 4],1.69865932286e-13,
[8; 34; 3; 5],2.82996642964e-12,
[8; 34; 2; 6],3.92893672338e-11,
[8; 34; 1; 7],4.67543469712e-10,
[8; 34; 0; 8],4.86829637452e-09,
[8; 33; 9; 0],2.25790807695e-20,
[8; 33; 8; 1],1.88083742661e-18,
[8; 33; 7; 2],7.83368787561e-17,
[8; 33; 6; 3],2.17515399841e-15,
[8; 33; 5; 4],4.5297581981e-14,
[8; 33; 4; 5],7.54657715206e-13,
[8; 33; 3; 6],1.04771646045e-11,
[8; 33; 2; 7],1.24678258695e-10,
[8; 33; 1; 8],1.29821236763e-09,
[8; 33; 0; 9],1.2015676682e-08,
[8; 32; 10; 0],6.02108821024e-21,
[8; 32; 9; 1],5.01556647516e-19,
[8; 32; 8; 2],2.08898343525e-17,
[8; 32; 7; 3],5.80041066729e-16,
[8; 32; 6; 4],1.20793552051e-14,
[8; 32; 5; 5],2.01242057557e-13,
[8; 32; 4; 6],2.79391056354e-12,
[8; 32; 3; 7],3.32475356798e-11,
